Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,principal component 1,principal component 2,principal component 3,class,CoinName
KURT,X11,PoW,61364813.0,228000000.0,-0.21856670817760407,-0.9323407713321756,0.07276027881782461,3,Kurrent
XCRE,PoS,PoS,20000000.0,20000000.0,-0.3511425310286306,1.5443142333766984,-0.11898372395932105,0,Creatio
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.38562839773350915,1.2206413825354725,-0.4876379630561681,0,Eternity
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.3035773095985037,0.8451913912180049,-0.3888092402359457,0,Eurocoin
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.33841378277249434,1.0011903934099242,-0.590947012159559,0,BitcoinFast
XSN,X11,TPoS,75590369.0,76500000.0,-0.36869609978076356,0.6697694082030387,-0.06777774898897779,0,Stakenet
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3385612935327958,1.001189846556911,-0.5909432183708715,0,BitConnect Coin
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.334145896626005,1.0008659430212956,-0.5910210343419351,0,MoneyCoin
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.386082842488704,1.220668183232723,-0.4876292674417546,0,Enigma
XCI,CryptoNight,PoW,978145.0,21000000.0,0.3067207334468085,-2.3151785618187457,0.3738544947975451,3,Cannabis Industry Coin
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3377713844924441,1.0011285864039323,-0.5909567914250141,0,Russiacoin
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.3477579737828063,0.7750335214776054,-0.28898237600124094,0,PandaCoin
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.3387607291587948,1.0011950350165348,-0.5909387118014149,0,GameUnits
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.33883135531948144,1.0012000177986276,-0.5909374462833465,0,GAKHcoin
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.3507711421256541,1.4492051148777823,-0.20733228916229546,0,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3440859461300278,0.5848681502959855,-0.3550593538733711,0,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.17367150047996327,-1.1517142705033263,-0.030498160872915688,3,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.3068515595079957,-2.3151777642712195,0.3738510972878024,3,Bikercoins
HXX,Lyra2RE,PoW,1876146.443596,9999999.0,-0.14016734864041974,-2.252318814886567,0.39050755842947654,3,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.335055173249492,1.0009487841222349,-0.5910067046639721,0,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.30369114471260356,0.8451874739891219,-0.38880594540211344,0,Internet of People
KUSH,X11,PoW/PoS,5659096.95728771,9354000.0,-0.38599272107462607,1.2206675826474007,-0.48763148706984916,0,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.33860898896869274,1.0011942618868281,-0.590942474066903,0,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.4950762661692588,-0.9840689919451274,0.06011775224420443,3,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.33873604770626764,1.0011893017453712,-0.5909387347395522,0,Impeach
CTL,CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.15230103400700823,-2.1841071083972574,0.4538512462387846,3,Citadel
ZBC,Scrypt,PoS,2922613.96424908,55000000.0,-0.29592055350748886,0.7803030256862965,-0.2732319499043996,0,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.33828500844840254,0.2521886843329668,-0.2620731366931968,0,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.17363976077638116,-1.151713843403457,-0.030499009680778132,3,BeaverCoin
FIND,X13,PoS,14524851.4827,14524851.4827,-0.22701765073508548,1.5616097158430042,-0.330074519329005,0,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.21346857081179635,-0.9327529304092896,0.07267443991135399,3,VaultCoin
ZER,Equihash,PoW,6921653.89980891,17000000.0,-0.17096486982062087,-1.90754070693158,0.49316456121948044,3,Zero
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.31957409799369785,1.0010239764039068,-0.5914067279805205,0,OpenChat
CDN,Scrypt,PoW,99843408.3158479,100000000.0,-0.17177147034279455,-1.1517308823644403,-0.030544542420241502,3,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.13988549248131996,-2.2523188104172234,0.3905004187357961,3,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.2956614630309134,0.7803251045792537,-0.27324083166947394,0,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.1260559654136157,-2.2436773546167217,0.20096289111205898,3,DubaiCoin
XVP,X11,PoW/PoS,13162749.0858027,100000000.0,-0.38525789119501863,1.2206230148260915,-0.48764541837888575,0,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.4193199186881017,2.096486287813293,-0.5918963210365541,0,TajCoin
IMX,X11,PoW/PoS,110630387.850471,110000000.0,-0.38399522245181245,1.2206512914686496,-0.4876803711120865,0,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.1445401859028633,-1.1537715571572569,-0.031019938581626952,3,EB3coin
ATMOS,PoS,PoS,111135836.889,110290030.0,-0.34938766664589294,1.544298576227998,-0.11902652884068413,0,Atmos
HPC,X11,PoW/PoS,21521322.0099142,100000000.0,-0.3851556920040616,1.2206258857836645,-0.48764830858176156,0,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.18723201796309008,-0.6016846996256443,-0.04585231843477928,3,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.3437830490953008,1.544247603311805,-0.11916313575410918,0,MacronCoin
RAIN,X11,PoW/PoS,121665451.643876,500000000.0,-0.38109346187828763,1.2204522420845225,-0.4877329624619001,0,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.3386792871127943,1.0011914150897798,-0.5909403944336158,0,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3386784790129862,1.0011861229692578,-0.590939859014742,0,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.3317948553274152,1.0006806735315201,-0.5910611237965423,0,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.2719911825105056,0.5853544626843025,-0.08050532564630185,0,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.38563454527758434,1.220655597789465,-0.4876393005218147,0,GoldReserve
BENJI,Scrypt,PoW,20276099.146524,35520400.0,-0.17320177697573846,-1.1517246757677475,-0.03050896567364545,3,BenjiRolls
GRW,Scrypt,PoS,295135466.361878,2000000000.0,-0.278548995611112,0.7793917956482539,-0.27357624346865184,0,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.10482922312832132,-1.3085638821982404,0.1708676157594968,3,ILCoin
PHR,PoS,PoS,11390225.9742772,30000000.0,-0.35117685710313296,1.5443060751213016,-0.11898199755526805,0,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.33788935244317875,1.0011533289752372,-0.5909564023517264,0,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.8837703775893504,2.0172401839535126,-0.6690335348229183,0,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.2597761246243322,0.6242270409292398,-0.07111922131208585,0,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.4325268,72000000.0,-0.17302370447560717,-1.1517459167256565,-0.03051124496572012,3,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.3488910297808611,1.4555412517308595,-0.038588510329484606,0,QTUM
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.1521586161496616,-2.184045555827724,0.4538411733730647,3,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.6183980408649953,1.8230151970648685,-0.6614535092857584,0,Espers
DYN,Argon2d,PoW,19784224.6512734,0.0,-0.12350495682222155,-2.255585492012625,0.43068030739816643,3,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.024028576623821147,-2.1987501654929384,0.3597244373755738,3,Nano
CHAN,Cloverhash,PoW,18407259.0885883,30000000.0,-0.1659844574837016,-2.1148871363880772,0.3744407037298919,3,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.3428728151932664,-2.315586672956016,0.37298165546796885,3,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.3527698998068965,1.5512469203353472,-0.60628384920688,0,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.21979545796386743,-0.932283206228853,0.07278535553888504,3,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.3512709284200999,1.551209895393317,-0.6063179280074997,0,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.40683480843835595,1.9605729586430038,-0.6556418418981541,0,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.17334321742809064,-1.1517169634775484,-0.030506193187037872,3,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.2693743522655449,1.7824739593470633,-0.6477906107567438,0,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.17310641837598392,-1.1517503984990798,-0.03050867911090482,3,SocialCoin
ARC,X11,PoW,26042364.3735553,60000000.0,-0.22019045912587923,-0.9322655266171392,0.07279350357189378,3,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.22076838803806278,-0.932252194435006,0.07280674169660648,3,DAS
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.12641838031648855,0.9783022244595491,-0.6003167068307895,0,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.3071160452449814,-2.3151911969218197,0.37384580901814346,3,LeviarCoin
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.26944517920547895,1.7824799563077596,-0.6477894466829981,0,DeepOnion
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.17933216718636058,-2.0309186479216907,0.40018645090537525,3,Bitcore
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2388423146115985,-1.1997282123919493,-0.11189139462905914,3,gCn Coin
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.12125795382805879,-1.090121062801219,0.07254185019943242,3,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.33833149927601436,1.4348650517550583,-0.12999275335970564,0,Signatum
ONX,X11,PoW,122475638.389743,1100000000.0,-0.2116331518810573,-0.9327733099649341,0.07263009068268418,3,Onix
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.40633928466103586,1.9605868787898035,-0.6556558553578786,0,Cream
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.13830826824174083,-1.3077209819571294,0.17162707838843227,3,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.38590714399935255,1.2206698763973236,-0.48763389561564013,0,Monoeci
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2959948038057904,0.7803279849698651,-0.27323269093300767,0,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.425404292887418,1.8303303948507905,5.138720821280572,0,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.09920400948870006,-1.1571740666709405,-0.0318108713749537,3,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.35104303200661896,1.5442871015719897,-0.11898339426074482,0,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.5748223820592244,-1.1025940058010226,-0.07994593988809463,3,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.17344114888483844,-1.1517202348151079,-0.030503369026805536,3,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.17289234928679525,-1.1517508594937786,-0.030514052911730802,3,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.1725930754316778,-1.1517539627169329,-0.030521307349898153,3,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.17257999518723396,-1.151753595269534,-0.030521677260459838,3,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.33831419123434603,1.0011822188636115,-0.590948676086063,0,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.33881427119336704,1.0011998616230444,-0.5909378626078293,0,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3072997978206556,-2.315211133962081,0.37384324888934445,3,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.3613873854230361,2.169527885387218,-0.009797978425164954,0,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6581150714127344,1.455621763522019,-0.19620391862472084,0,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.38584792897079623,1.2206589556280534,-0.48763424836780817,0,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.04153437422883637,-1.9166663413059704,0.4887406624105513,3,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.33217960439620375,0.5151912137916992,-0.3522507665162701,0,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.17511706232311572,-0.932251086104829,0.071650308341488,3,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.33876985375497887,1.0011928123374976,-0.5909382472100893,0,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.17181426159723537,-1.637589858367837,0.2082959675102437,3,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.3065893506594413,0.6522244563979411,-0.08461128369955738,0,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.170810791134459,-1.9075392561763402,0.49316050612328327,3,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4309735861384523,1.0048426602824143,-0.6108187055986094,0,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.30203607580497566,0.8451771354265717,-0.3888467811996324,0,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.33752457084318244,1.5508191058264233,-0.6066250650978835,0,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.3882073131402092,1.8593777995310183,-0.5359892308616325,0,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.14251604872270884,-2.1725100725958697,0.4371307264439169,3,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.3387201532998602,1.0011904196850014,-0.5909392547630671,0,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.3917606997558009,1.669985808142799,-0.5250742332454579,0,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.17176967796695627,-1.151730832013406,-0.030544593108801185,3,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.3420436114420066,1.6174698070383624,0.1167415852408617,0,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.338590443311892,1.0011985321684929,-0.590943392368666,0,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.0874301716055181,0.6227379089793249,-0.07532820741499677,0,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.21630914300892615,-0.9323651187914069,0.07270565370390594,3,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.17165954874025116,-1.6375984613622383,0.20829295240278123,3,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.14963906626737608,-2.0315473392551127,0.3735159221639104,3,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.1717598341124234,-1.6375917825105766,0.20829479101228482,3,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.3846396252570679,1.2206087295302903,-0.48765957809731414,0,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.7057075155441628,2.0162499603990516,0.032371721905346394,0,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.2071744518543014,1.5454020257479204,-0.6198529064133685,0,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.2661133463163687,1.782436075275788,-0.6478692304472613,0,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.11683023888554488,-1.8101840379741934,0.39182202824441703,3,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.33604868467213794,1.0011294998815126,-0.5910005221884065,0,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.1453445477400834,-2.3527538008759703,0.3565596512042783,3,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.30670349187087903,-2.315172931286843,0.3738543400804771,3,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.07446808693414958,-2.036428195801483,0.37212458061956855,3,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.3099843070825309,1.3303708474345275,-0.2885773787335989,0,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.3506569533675349,1.4492047256563156,-0.20733514060158076,0,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.2160505783927351,-0.9325017347448276,0.07271345465967506,3,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.1412617448578169,-2.184382931018477,0.4536006011483898,3,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.07587945763449722,0.9768824959721661,-0.5988874612729499,0,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.3377283100068861,1.001125480058224,-0.5909575561799433,0,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.08975965169577098,-1.1529520717089345,-0.032493571379385515,3,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.3852212137483711,1.2206600150346685,-0.48765023391752704,0,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.0976627783310187,-1.156871535510742,0.22657408565684375,3,Photon
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.22074236478772047,-0.9322521108532111,0.07280607376594773,3,Sucre
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.17181181569871132,-1.6375854732733437,0.20829544494436616,3,SparksPay
WAGE,Quark,PoS,27299680.0,120000000.0,-0.34982103445577223,1.4491562683622716,-0.20735122387430266,0,Digiwage
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.16484393172678694,-1.6377343243733706,0.20813458860526743,3,GunCoin
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.17269152769845753,-1.151730830107674,-0.030521243484199104,3,IrishCoin
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3252840552000181,1.000935513268149,-0.5912528064395579,0,Trollcoin
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.33883642091154503,1.0011993832774457,-0.5909372513248728,0,Litecoin Plus
MONK,X11,PoS,4407252.0,21000000.0,-0.3433764672743474,0.9997911195438551,-0.16992068637002372,0,Monkey Project
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.22066770978695527,-0.9322523157329883,0.07280420432640437,3,Pioneer Coin
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.13828764768779397,-1.3077198027114942,0.17162643221520515,3,UnitedBitcoin
ITZ,C11,PoW,11916588.09471,23000000.0,-0.2040417963486695,-1.1553034824574107,0.23801269456047297,3,Interzone
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.35039581184998747,1.4555529345288845,-0.0385516223943493,0,TokenPay
MCT,Ethash,PoS,1618033.0,1618033.0,-0.2743950155344081,-0.09936258475826579,0.1308280411835784,0,1717 Masonic Commemorative Token
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.3089199295009381,0.23935294324570436,-0.3202740463144259,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.050745674291742,-2.817017453943411,0.23041708233530714,3,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.15955635794524856,-2.2818991841211202,0.3367439294467272,3,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.33437807294583,1.0011606036004546,-0.5910461047968436,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.3105811011451949,-2.3152967274082963,0.37376912650130883,3,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.01951153956037704,-1.1534794364014846,-0.03520594140401714,3,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.14201881638872724,-2.1724555975314117,0.43711240979491794,3,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.16873276101079482,-1.2801660821399883,0.15776638267582474,3,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.21880689329540517,1.5612753018281296,-0.33024736516604136,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.18633737206682371,3.337698638096091,15.07801457650292,1,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.3577150806123233,3.104861796342898,14.73553926628657,1,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.17326573305627416,-1.1517296950210547,-0.03050681848440264,3,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.13406550733143635,-1.1563093711670842,-0.03781025722213794,3,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.21480380795593354,-0.9324307408656433,0.07267441757575743,3,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.36926962446147216,0.9976119616412186,-0.3224249905388903,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.4250505275213838,2.1824029902387196,13.904347212064259,1,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.3859244085842159,1.220658245974238,-0.48763223664891797,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.3381996375249044,1.6881863551009466,-0.4671036032326089,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.29515412949753056,0.7802749174781779,-0.2732484103987732,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.31850889084828543,1.577031204535832,0.07403850660104186,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.10264001990073245,-2.034701704493084,0.3726568047866755,3,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3146329920806037,-2.3156605824867498,0.3737047144223529,3,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.17350293854237184,-1.151722689994279,-0.03050154604345313,3,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.16902784789353645,-2.052752321662061,0.5384159494181925,3,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.35236854235937703,1.551229419283031,-0.6062921769962492,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.33886379788871773,1.0011993336067968,-0.5909365526672841,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3388454944509342,1.001198408988066,-0.5909369191583737,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.16980103983715028,-1.90754614093745,0.4931356529912159,3,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.28953104265175167,0.7801623865678583,-0.273379019038487,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.14544133900735046,-2.1971297401196526,0.4743642837313014,3,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.33732734622162164,1.4238779650719682,-0.035284882915755364,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.3506371635086342,1.544279511023589,-0.11899287731717763,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3385617795637209,1.0011883941084885,-0.5909430534939926,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.8962655969681164,2.0112756552320685,-0.04963610632723728,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.2198362653139515,-0.9322843525801071,0.07278650957464099,3,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.39042762792742874,1.6700232565083375,-0.5251119326440177,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3508259856243143,1.544279961853335,-0.11898814193723299,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.30688616434539007,-2.315172044136285,0.3738496199245,3,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.313544495230137,0.6098421377270298,-0.1401565647217194,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.28538953109113047,0.9990189605715298,-0.5920619916813536,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.18729151885297013,-0.6016667660918275,-0.04585269506690289,3,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.1400124615617859,-2.252326175623836,0.39050440842166995,3,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.3241887798608945,1.532918873169531,-0.04787663572902486,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.15691062864077823,-2.291429346706577,0.3699509756493751,3,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.29568876388110416,0.7803303995970908,-0.27324069634939063,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.1477440498314671,-2.196986161805595,0.4744075282738851,3,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.31081749589440666,-2.31548000796378,0.37378239068227054,3,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5830618343951686,-2.2180781528303446,0.29986486564173714,3,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.116841715472127,-2.3966830623974884,0.33656664652233576,3,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.14181792864548046,0.9993990075185265,-0.5957384827794339,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.2959410358784288,0.7803103636721701,-0.27323220188632297,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.15051686091965066,-1.9889679262205273,0.4844203983678774,3,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.33964319679783905,1.9573028153701602,-0.768221267037554,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.32050234084837076,-2.3154957020103613,0.3735387286789184,3,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.33803539444722586,1.0011643337417842,-0.59095385915463,0,EmaratCoin
DKD,X15,PoS,30284196.369129,90000000.0,-0.2083051647084263,1.8291776092294043,-0.32602855542811215,0,Dekado
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.225727555949679,0.010523944838220086,-0.6071629954455301,0,Lynx
